Age,Estimated_Income,Superannuation_Savings,Amount_of_Credit_Cards,Credit_Card_Balance,Bank_Loans,Bank_Deposits,Checking_Accounts,Saving_Accounts,Foreign_Currency_Account,Business_Lending,Properties_Owned,Nationality_encoded,Occupation_encoded,Loyalty_Classification_encoded
35,193785.75,53218.8,1,7231.68,1028620.94,2061726.77,887687.92,320999.4,64412.5,2119333.25,1,0,137,1
83,218312.27,21480.88,2,5886.56,1757312.99,1099352.83,389770.55,402363.14,30773.91,735797.5,1,2,89,3
71,264059.28,33093.98,1,327.78,315540.1,1114277.64,283136.12,453748.47,22427.82,1278613.86,3,3,106,3
56,168060.94,18416.95,1,11596.13,1813386.6,3157817.395,919434.66,1037916.7949999999,56295.08,3269918.55,1,3,29,0
46,311847.87,10870.86,1,4108.37,1132511.02,324404.48,251504.6,99435.44,64098.16,1324815.11,2,4,137,1
67,92257.22,3185.82,1,2855.84,188851.16,551246.28,235483.85,320686.19,25738.59,458120.62,0,4,44,1
38,177985.98,14040.98,1,1237.24,931663.01,873130.82,324048.55,576086.32,40430.27,105245.09,1,1,191,1
37,42676.34,3260.16,1,521.86,644015.58,817932.1,252102.36,268068.84,17900.3,421820.86,1,0,25,1
68,112975.62,31612.32,1,299.28,687264.12,421426.09,392024.27,69584.31,22436.51,958301.16,2,0,174,1
44,306885.6,57248.0,1,765.74,438755.2,177800.71,248250.05,96817.52,32810.82,488406.87,2,2,157,1
77,54753.75,5311.0,1,1408.34,80386.11,11363.75,14158.11,4470.98,8745.72,390608.62,1,3,53,0
19,133697.25,23513.4,1,5232.4,725007.11,1168395.31,612400.3,212728.53,61147.08,1336250.84,3,0,76,2
84,88363.59,2396.82,1,4651.1,289513.41,313284.24,162907.8,23433.66,42386.18,463309.95,1,2,16,1
20,277452.63,49296.45,1,2428.38,205873.6,141935.64,171393.98,107978.21,25416.68,601229.85,2,2,182,0
82,101067.84,35087.4,2,607.7,1401736.52,192492.01,101534.25,103395.71,17622.42,908101.47,3,3,130,1
76,91058.39,16547.48,1,2139.14,243425.48,235281.48,151694.64,162622.84,9148.03,438798.1,3,4,82,2
35,131076.39,13731.44,1,6092.06,256672.86,325915.34,109714.07,159730.79,53942.1,1750716.49,2,1,32,3
44,109036.93,8093.02,1,260.16,102906.09,39388.07,40398.02,9392.54,5497.07,502783.13,1,4,97,1
33,112870.08,32374.2,1,799.18,900385.93,1435680.24,396419.17,526487.51,28185.83,1417066.08,1,4,142,1
72,303730.88,56672.25,2,3246.18,907795.61,779074.22,350880.76,277968.92,18711.71,972113.99,1,4,139,0
19,148213.62,46366.1,2,5667.0,251193.41,246249.98,194015.13,56363.88,48422.51,449261.74,3,4,0,3
70,196588.09,54963.12,1,2643.56,1362063.16,468512.75,266409.21,194846.19,38722.59,1001891.46,0,4,141,1
30,70262.85,18440.98,2,4643.48,172240.45,474980.57,209110.94,94996.11,3304.48,166402.69,2,1,25,3
34,216551.65,6291.81,1,5461.91,117004.83,1510274.84,357696.67,725329.36,9582.94,1064518.19,0,4,182,0
73,85439.62,4171.3,1,232.05,577537.8,289254.18,474376.85,101007.56,12560.8,623384.65,1,4,141,0
68,145929.0,9192.0,2,209.58,642987.72,528116.25,413585.02,211564.64,39254.44,207783.03,3,2,127,1
79,73475.15,38312.32,1,2055.21,203929.69,410919.01,305555.16,203562.95,33945.6,302462.78,0,2,13,3
30,289884.31,24804.12,1,6112.88,1121457.2,312040.47,101413.15,337705.8,51349.57,1359514.83,3,4,15,2
43,417117.08,7290.91,1,7436.68,981015.4,2057795.31,1248170.92,530641.31,64086.92,1188000.12,1,1,194,1
51,174258.52,34182.52,1,5185.78,648432.67,1125389.67,830895.18,198783.78,36318.33,452950.77,3,4,193,1
44,336518.03,37779.54,2,3640.58,923516.36,439061.3,275016.42,112033.01,49597.8,192169.89,0,4,16,3
56,268515.98,56615.26,1,1876.91,1115686.02,117731.25,81265.82,21087.44,78395.67,1528818.09,1,2,29,0
63,96059.68,14301.41,3,817.66,1309510.87,657336.87,302223.85,430668.98,72159.34,131595.38,1,1,79,1
71,56333.22,27853.84,1,2869.57,187735.73,342379.3,409817.65,133994.81,10412.0,372255.58,1,4,163,3
57,271200.04,17507.61,2,5173.44,895088.35,1756146.09,993130.89,183123.65,29229.19,1600338.23,2,1,61,1
62,283690.35,55813.86,1,9466.92,497887.28,2939594.2,1379657.16,644540.55,90804.74,485154.49,2,4,158,3
76,180510.67,26862.21,1,2830.87,73509.16,98532.89,65102.09,60967.23,11551.09,160281.58,3,2,138,1
45,31634.79,15708.81,1,2247.59,139653.1,284516.15,248501.45,130625.33,4096.5,688482.11,2,2,12,3
80,32726.27,3991.56,1,1796.2,521733.26,466271.69,172693.22,209822.26,4362.25,660555.71,2,4,180,1
51,76876.5,7009.92,1,221.62,329447.09,521113.4,451631.62,108275.78,22084.16,606561.37,1,2,101,3
84,101929.59,13019.3,1,1163.81,614181.3,445914.24,137911.62,373280.79,12590.02,516128.95,3,4,18,0
42,275122.64,31249.41,1,2128.73,655645.84,361468.59,418844.55,158013.41,25212.6,820594.49,2,4,186,1
84,93650.66,8067.48,1,7483.6,1489763.76,385805.43,246662.49,64701.47,23952.58,1116161.14,1,3,190,1
32,69789.31,30138.74,3,6081.29,832543.24,1031441.22,279962.62,260365.23,40998.33,596375.56,3,2,162,3
35,138442.89,4883.13,1,661.96,258408.86,442275.47,228048.29,537088.28,24945.98,990724.74,0,4,156,0
33,335526.8,62567.0,1,5215.82,1099840.76,2704170.35,712727.07,1037916.7949999999,81626.47,1591725.84,3,1,54,1
59,73722.03,38639.16,2,5603.85,438980.22,653857.31,575394.44,231203.95,18867.24,1124536.14,1,2,41,1
82,109519.65,7229.99,2,1381.02,229627.09,44965.24,11339.06,18599.97,29041.18,89790.87,0,2,185,3
44,74607.51,22878.68,3,4016.6,470549.51,493046.85,114038.05,250145.81,33777.03,945463.49,3,4,83,2
18,86761.12,20849.4,2,2760.37,1152800.59,2434167.78,753015.93,668783.22,94733.06,608463.88,0,4,125,3
45,56683.77,34034.0,2,1396.32,446498.31,27640.08,27171.6,10034.75,35122.85,569593.76,1,1,88,0
30,89295.78,32168.4,1,313.67,176680.42,238254.47,106681.1,166778.13,18790.26,427617.42,3,4,160,1
26,297603.88,47232.57,2,4773.3,957889.71,655045.49,208750.76,577519.78,10808.04,1249345.19,0,2,79,3
82,250193.09,72352.0,2,2762.56,1603655.33,2059977.75,1310894.93,252191.22,53113.17,2592637.48,3,4,76,3
32,70589.93,24394.83,3,1267.17,425702.48,66767.02,29736.57,26633.87,34257.16,746857.6,1,4,194,3
44,90785.39,14742.0,1,2559.6,763014.44,430924.98,139910.71,281220.53,17904.29,1015074.55,3,2,24,1
54,83578.35,21306.6,2,126.71,218389.74,880868.89,476321.7,220217.22,41136.44,803744.8,1,4,176,0
52,190119.93,47110.05,1,3525.21,527884.11,99616.37,122860.19,23741.9,6920.94,136723.47,1,4,12,3
39,226048.48,38636.88,1,5675.42,105151.41,200417.34,90297.92,103952.73,26955.53,564340.85,0,4,79,0
43,275945.14,38864.52,1,7331.89,1775987.74,687073.57,402582.17,85884.2,95299.78,1095597.12,2,1,92,3
37,165050.63,13828.65,1,6542.43,243394.58,2069961.1,680725.46,786446.29,79502.08,1209823.83,1,4,20,1
76,103163.67,15104.13,1,2659.9,1308883.89,725322.05,250812.3,375811.72,44401.36,1086237.23,1,1,5,2
44,37275.34,10682.43,1,242.2,68771.24,231512.59,260911.01,130014.53,9377.33,154414.81,2,1,3,0
63,62305.63,1775.5,2,805.37,238816.22,143851.73,40685.34,103573.24,22491.81,125146.64,3,4,78,0
33,291792.24,36552.78,1,1261.5,78291.26,1937545.94,572456.76,564090.08,49095.6,431914.82,2,2,120,3
75,336627.38,34353.0,1,740.09,257342.64,1769697.67,1059031.68,321053.81,30243.78,1803174.89,2,4,190,0
42,105030.5,3942.88,2,3290.86,520453.41,887296.88,184853.52,327806.9,4826.85,718061.56,3,4,177,3
24,253010.88,47710.2,1,1862.35,484643.74,419094.98,120295.78,254367.37,37599.55,1506211.2,0,1,166,3
31,56674.7,29610.42,1,4244.49,747480.79,572524.49,314093.29,100191.78,45342.46,531331.32,1,1,188,3
28,31882.91,15895.6,1,1935.07,60573.72,108607.09,95978.36,19700.82,21957.83,84417.26,0,4,131,1
45,114326.48,13588.2,1,3798.71,41819.91,506132.0,215481.94,182808.86,12755.09,87887.57,0,3,176,3
32,231731.4,45854.76,1,9450.66,1628140.28,663468.69,338504.43,80112.72,23323.55,2837008.29,0,4,17,1
45,183957.47,73230.7,1,7809.43,988246.19,3085020.89,746050.8,1037916.7949999999,49113.09,870542.46,2,2,118,3
40,194389.86,27495.86,1,1306.55,678417.69,2178798.95,904407.11,563747.1,691.06,1500584.78,1,1,171,0
35,109285.86,18460.16,1,2046.67,90408.36,103372.73,44489.53,64771.52,7779.92,112471.48,3,1,83,0
45,244407.55,7794.62,1,160.92,148105.88,1349926.19,714666.81,177872.63,2931.97,1464641.47,2,4,171,1
67,66477.68,7540.83,2,1939.61,232533.11,569217.38,359745.38,49726.83,21058.31,226707.86,3,4,55,1
81,66270.49,3225.47,1,1723.47,227862.0,84598.86,68184.16,33107.2,2786.28,376337.63,0,1,187,1
59,170020.82,19180.23,1,273.47,707857.72,137449.45,48870.92,52943.49,45429.57,1630468.31,3,1,81,3
80,137250.19,5786.8,3,1801.89,549960.86,415274.04,343829.04,58540.24,39367.44,693670.0,3,4,98,3
26,76005.3,40640.6,2,5570.9,495739.92,606032.72,399981.6,103025.56,30266.72,172313.94,0,2,150,1
73,154619.52,25201.26,3,1647.37,261803.18,1137025.72,442176.67,409599.98,1422.12,471143.87,1,4,96,1
37,193779.18,60467.3,1,7686.69,795551.65,627661.99,158329.15,386775.5,41536.64,331996.89,3,0,146,0
24,35039.16,14673.3,3,1637.67,392063.7,249992.79,231921.02,52649.08,15254.49,38973.23,0,0,108,0
19,237555.67,31495.38,1,4630.48,631277.06,148859.67,58823.58,58163.31,28213.42,194224.25,3,4,79,1
72,43925.33,16519.06,1,835.73,262499.18,449640.36,207958.67,435532.89,26525.81,514167.39,0,3,156,3
64,393255.36,56124.8,2,3440.64,1294827.24,1201703.83,789691.09,202229.59,27451.2,1287612.48,3,3,182,1
41,170208.96,29922.0,1,2939.72,313549.47,659087.25,380014.27,267197.54,59873.4,1522225.58,0,2,105,1
42,89395.04,19146.8,1,775.2,76618.94,685716.27,415038.79,233083.38,11554.13,1042244.54,2,2,90,1
29,273943.45,31529.82,1,1735.8,709346.36,1901203.15,494621.96,914432.35,57452.88,2461660.77,3,2,57,2
46,165751.68,17657.88,2,609.8,216546.57,490931.68,309811.25,133457.15,24091.79,639406.54,2,1,87,1
57,181852.03,10044.45,1,582.04,729138.5,54596.76,46197.26,11453.32,45027.35,455877.33,0,2,59,2
44,175867.55,22703.14,1,3466.69,305921.92,505169.75,354590.3,98362.38,22269.67,106907.18,2,4,17,3
70,51160.98,4492.2,2,2505.83,307889.82,51067.14,41340.06,5471.48,17087.18,500610.92,1,2,78,1
44,124434.78,26146.0,2,5211.37,984792.5,802862.97,263714.11,174051.32,68855.49,835554.83,0,1,125,1
53,206497.24,45057.76,2,3400.69,875268.98,252870.48,337160.64,35321.59,39803.15,1149763.51,1,4,171,2
72,66283.45,28269.72,2,3500.2,508481.5,363561.05,331244.51,73439.33,9567.96,319287.61,0,2,124,2
59,176427.42,27706.32,2,3806.87,480303.43,1089442.0,248469.23,601104.4,54766.24,1954773.78,0,1,172,3
35,136861.18,37200.5,2,10565.69,1165930.55,831504.76,412672.73,138214.57,47008.84,2956753.5,1,2,191,0
22,89581.22,22710.72,3,1879.36,205523.86,348716.03,357773.59,107467.94,889.01,155807.74,2,4,41,2
38,503138.53,55930.0,1,1173.59,121454.67,774807.12,528277.58,218354.73,24233.86,1022501.92,3,4,114,1
74,409671.26,29437.18,2,4704.16,606101.48,502389.9,204795.88,116349.66,22681.41,1089105.64,0,4,70,3
54,263984.77,26163.36,3,1761.41,307888.81,284337.9,258489.0,168017.85,842.69,88652.12,2,0,89,1
60,335306.3,42497.0,1,476.88,834959.29,895456.59,443620.7,359004.16,16345.75,974238.08,1,2,87,1
84,154599.34,19384.68,1,2164.41,858079.61,2264886.4,1215304.9,719976.08,94639.59,1048858.39,2,1,64,1
53,91782.11,25158.3,1,2110.53,1039245.97,375968.35,267931.47,144510.13,29932.0,1324137.61,2,1,68,3
35,202735.13,16720.78,1,932.9,523784.46,224891.62,330972.57,56944.26,20268.05,700920.89,1,1,139,1
52,277253.05,38829.05,2,1605.76,100554.48,976917.76,390767.1,226400.69,41096.64,214084.0,0,4,51,1
45,82847.03,10579.84,3,5702.53,878032.06,1193658.09,716194.85,226244.12,14165.63,1420808.9,1,3,98,0
40,168035.75,27763.15,1,2059.74,254923.04,135917.43,118927.75,142349.24,6375.07,226957.99,3,4,37,2
54,181040.17,44591.61,1,6249.78,1164820.92,1128622.56,626097.18,225394.99,7572.96,580150.86,2,2,187,2
27,67009.96,44738.49,1,3681.65,1561287.22,2662747.87,455949.98,1037916.7949999999,94104.75,779298.17,2,1,74,1
31,359289.6,68461.12,1,1015.11,993970.51,964151.4,815055.82,203962.75,38662.26,1492177.87,0,2,58,1
19,218710.79,31230.16,3,435.52,82605.22,169348.07,116600.31,115934.02,20304.61,113440.55,2,1,133,0
39,108075.28,7107.9,3,8089.05,749152.78,1848506.27,545072.36,326332.45,52023.54,405160.42,2,2,17,2
85,114508.96,9772.35,2,3269.18,418626.6,671422.5,353615.85,83659.24,15418.2,1164363.9,2,2,93,0
76,122483.75,8072.0,1,690.59,84067.65,224401.81,125023.87,217060.67,17024.0,494940.1,3,2,74,1
28,90349.76,25990.47,1,4055.92,284797.36,1227071.65,442413.59,396252.32,20467.34,1056700.61,3,4,87,2
24,274736.56,45424.8,2,641.87,702014.71,147575.13,105053.48,139270.9,30227.92,865724.13,0,0,19,3
48,109996.82,24817.3,1,3095.34,43350.49,414520.8,345434.0,178562.81,15713.05,98702.75,3,1,110,3
38,192479.87,58742.3,1,7111.72,181420.65,1034707.97,808365.6,177840.43,499.49,292596.77,3,1,173,1
75,56772.53,54472.62,2,6723.52,557278.05,923024.78,612210.31,356023.84,47030.51,1765167.37,2,4,96,1
22,45019.57,2662.49,2,747.88,219767.08,216827.57,86731.03,133004.59,9854.08,368424.32,2,2,111,1
17,325636.33,45349.15,2,530.7,1144309.18,1110461.95,431846.31,521388.33,57862.73,1754651.33,2,0,91,1
20,53067.71,8824.74,1,4588.8,844190.96,968531.37,384210.79,357956.39,40855.99,773156.92,2,1,128,1
63,30509.3,16039.13,2,116.14,447251.73,127045.88,86132.8,23471.19,33808.99,708654.19,1,4,81,3
31,188137.99,25467.44,1,3128.65,34893.65,354346.84,383471.23,69316.07,2860.01,122603.27,2,4,85,3
23,38769.12,22136.4,2,2060.07,630268.31,0.0,0.0,0.0,32172.3,563383.81,3,4,0,1
32,320186.66,43513.04,2,3126.72,540883.97,350343.26,213845.88,192916.29,33196.64,175297.83,3,4,85,1
25,110572.21,18163.2,1,1933.21,476101.86,37664.31,10823.08,22403.77,42739.41,1278489.08,2,2,118,1
48,337285.1,17643.42,1,8601.39,1379713.31,1468580.21,367145.05,593881.93,29281.89,1798583.62,3,2,64,2
73,76595.96,25636.32,1,1940.25,288700.04,250220.19,293226.79,122177.83,13420.26,480319.76,2,2,184,3
63,92773.75,4323.54,1,3337.91,195565.56,3017361.21,1379657.16,508084.69,31080.74,1310289.37,2,1,149,1
17,374191.65,45817.66,3,4080.96,193267.5,254260.92,138282.26,193907.41,22373.37,188704.45,2,2,150,1
31,289369.88,7043.52,1,6581.94,248995.99,3157817.395,623216.14,1037916.7949999999,116058.03,1032660.4,2,4,176,0
73,194912.82,14289.28,2,3876.36,322239.51,397157.76,268255.68,63301.37,8151.82,1705763.21,2,4,82,0
48,180788.0,8935.04,1,6572.48,1157401.14,869732.47,463475.86,57619.78,54093.61,1228270.66,1,4,106,1
25,28916.56,18960.04,1,2537.17,411663.3,556226.56,322970.26,316391.24,29204.91,312349.9,2,3,127,1
74,36633.62,29429.39,2,2438.94,118870.0,753986.85,547010.07,123003.34,1817.92,717175.78,1,2,2,3
60,32983.27,6236.45,3,1536.09,263545.12,125695.25,148972.15,51954.04,6279.66,381630.91,3,4,176,3
73,69280.85,2951.0,1,995.13,143005.48,59107.82,25699.05,61763.38,14433.09,241575.02,0,2,104,3
81,60950.94,16345.28,1,363.28,16502.97,81534.83,112302.69,38213.68,673.44,351921.84,0,4,148,1
69,143783.2,9774.29,1,1838.16,222209.05,540814.57,373162.05,139151.59,15997.32,784376.32,0,4,31,0
63,91056.08,14258.94,1,4114.97,872782.2,499696.3,359781.34,367776.48,2899.43,1192080.75,3,4,160,3
83,61636.21,16324.7,3,3175.48,287448.7,103147.24,58137.53,26368.18,9625.77,99371.97,1,4,99,2
79,116714.92,13955.7,1,2723.74,516023.37,880569.59,352227.83,185658.16,65938.32,2117997.04,1,2,65,1
31,248190.9,44616.11,1,1749.06,538901.63,258202.49,192478.22,288060.08,36974.94,224000.16,0,1,121,0
37,208842.24,26716.8,1,3752.95,93611.27,49719.32,40781.02,17195.07,41560.69,1280085.58,1,4,56,3
29,198553.59,20851.74,1,5581.31,414518.57,1144704.01,696263.26,570935.88,40208.75,1522411.23,3,4,24,3
82,116319.11,15838.9,1,2026.15,197453.59,150388.35,133201.11,96334.48,11288.13,408511.29,1,2,55,1
82,22531.39,7323.12,1,4883.83,199986.55,721992.53,328631.08,192996.07,33111.5,1130631.12,3,1,25,1
69,365061.54,66156.81,2,7934.19,1427743.07,1030675.81,675569.02,165774.24,10951.62,1021801.33,2,4,10,1
26,290646.58,44449.14,2,5444.05,1028198.96,267004.59,81951.9,224363.16,8894.54,162684.77,1,4,160,0
83,279296.1,30254.64,3,9442.3,1786786.54,568965.62,135078.17,211172.2,20722.31,2354992.99,1,2,22,1
50,191245.96,16513.92,1,5238.04,793387.37,1052777.8,614120.39,161425.93,8925.07,810082.34,0,4,18,1
81,208965.85,53907.62,1,5767.77,511241.45,557088.29,432689.93,67066.94,39350.76,227001.45,1,2,169,1
59,183064.32,21920.8,1,4452.62,444775.06,567228.21,558633.85,249666.36,14892.77,702795.98,3,1,189,2
76,107002.31,39033.44,1,577.36,803550.0,1169129.7,490002.89,414009.46,4016.3,562892.18,3,2,88,3
51,158330.42,59844.16,2,5084.35,604161.37,270036.51,191638.81,219513.55,19726.03,1227061.51,3,4,85,1
53,109316.44,26015.9,1,625.5,297293.53,568679.98,127842.79,159627.15,62604.89,868200.06,1,1,48,1
36,108925.08,30067.87,1,1497.54,145447.37,1170583.66,694414.04,366055.4,18090.14,792459.53,0,4,181,0
67,173146.19,20433.78,3,2343.86,88510.51,840866.85,518534.56,169434.67,23216.84,1767385.45,0,2,127,3
27,385996.98,61463.58,1,2298.02,639113.19,348199.42,528995.27,98433.3,33124.45,965780.12,3,1,96,1
55,162947.68,31274.8,3,4364.04,376735.22,500375.94,227813.44,214795.53,15691.36,387317.65,0,1,106,0
35,375589.51,20373.08,2,5709.36,1662748.71,1145916.75,494317.03,660587.31,26923.37,2220047.41,3,3,33,1
83,112050.56,16531.2,1,2087.57,611149.26,705779.7,464328.75,181088.21,11029.0,822936.54,1,4,134,1
40,105795.48,4258.65,1,2754.12,482446.35,182978.34,47677.45,100663.86,18410.75,1015116.24,1,2,43,1
80,153074.81,32553.92,1,1960.1,378926.04,934865.44,210499.5,326893.35,38065.53,2138641.63,0,2,173,1
64,258577.76,37668.72,1,1672.26,372833.03,502106.34,222524.4,379375.57,40969.1,479087.54,1,4,102,0
80,156417.86,7530.17,2,2824.71,417821.92,490114.98,207927.57,278523.93,11971.13,670583.6,2,2,47,2
55,104710.71,23838.0,1,542.28,221542.78,418230.27,253046.88,95454.91,29482.13,156066.83,3,1,59,3
26,131425.91,19634.79,1,2478.51,191480.31,96516.79,104086.73,66426.26,709.31,723429.92,1,4,79,3
61,54958.09,2458.8,2,2719.99,518893.62,918754.76,599526.41,198778.04,33308.99,406620.68,2,1,53,3
64,282986.86,4808.73,1,2710.46,672434.41,1503762.65,404859.17,989013.13,34105.44,2005275.83,0,2,163,1
46,165293.45,6190.38,2,2340.37,564777.49,421648.8,318939.47,241583.14,8953.64,496335.29,0,2,5,0
76,105503.3,23746.94,1,2309.69,139718.12,1311121.92,467531.85,504934.4,58343.89,1024519.99,2,2,83,1
32,81645.45,13505.44,2,703.31,485794.95,202534.19,109209.61,89353.32,10420.77,473250.73,3,4,166,1
27,42085.37,16982.9,3,3804.62,339248.29,332126.05,210456.11,65109.86,45594.88,624929.72,0,2,173,1
32,123519.08,6975.78,1,1892.53,544315.48,30171.76,24276.13,11964.66,7325.19,702088.4,1,1,40,0
79,67416.15,8053.5,2,1533.53,678840.16,51260.52,17308.75,8308.2,15609.59,1007983.78,0,4,42,2
56,150041.26,41586.0,1,6302.45,1533133.75,1399795.68,675763.43,182456.13,3604.53,1156148.77,3,1,12,3
57,148469.07,43771.52,1,513.37,96667.9,253711.48,284331.83,107171.23,26628.77,716626.1,3,1,0,1
45,237907.08,28876.88,2,5751.58,828427.07,439854.56,136843.64,249837.39,43723.12,334599.37,3,4,134,1
36,65580.31,18432.38,1,1516.96,361994.69,196577.79,211139.11,152893.84,16609.5,300334.45,1,4,16,1
17,284819.62,39901.68,1,3858.7,476516.68,885748.27,757688.28,213540.03,10419.75,450288.01,1,4,162,1
70,75764.58,15575.04,1,4635.32,158797.5,934525.89,455677.92,161495.34,41753.08,923993.41,3,4,106,2
18,95425.4,21074.73,1,5764.87,781565.07,1651345.59,658055.01,542709.14,25565.13,1380915.02,1,4,138,1
47,397676.18,46862.55,2,10269.45,772691.72,1282034.49,309753.3,572699.43,89158.1,1114325.48,1,4,108,1
25,96948.99,14055.06,3,3136.96,578529.62,224955.85,202949.3,41152.25,38982.32,973704.35,0,2,100,2
41,372350.09,61300.8,1,7998.83,250994.47,1252548.2,482633.25,379901.32,9656.16,1735367.37,0,2,37,1
45,396219.01,7217.21,2,8639.9,1377169.25,1373494.45,755421.95,202361.52,69776.62,687064.56,2,4,122,2
28,113891.52,56913.94,1,9281.5,1248671.29,745329.34,379565.87,236020.96,36202.77,1881374.49,2,4,18,1
45,224615.26,53741.76,1,3521.46,415665.01,219556.12,132335.2,117898.63,43711.49,611524.1,0,4,180,0
75,255872.4,61134.84,2,1307.55,474724.09,247129.87,213933.32,188999.03,44099.08,574296.11,3,0,145,1
58,273434.54,41010.03,1,2972.33,755360.14,423245.41,302318.15,52905.68,28705.05,1689849.77,3,1,140,1
26,44050.06,16904.71,1,2706.98,439352.06,581228.14,300301.2,224547.8,28908.94,417986.96,1,2,0,2
37,116995.3,25803.76,3,5173.26,835236.67,467665.09,92167.57,171943.73,37405.29,184692.58,0,4,177,1
69,71958.9,13998.9,1,2756.83,124510.61,199185.62,120782.77,81093.97,15957.53,639874.92,1,1,111,1
50,204807.93,15044.85,1,476.23,193234.53,99197.93,90496.35,99406.76,237.54,73909.49,0,4,134,1
21,290141.17,32854.14,1,1689.6,396701.18,1936626.28,738338.77,245467.38,33270.34,727784.64,1,2,182,1
47,268794.77,63134.64,1,679.8,826351.89,194305.07,207705.42,71289.86,15595.95,994980.49,1,4,19,3
36,178345.92,29577.12,1,328.8,455981.16,319263.39,81563.64,116636.01,19461.01,612559.66,3,2,34,1
28,67440.8,28699.3,1,2273.09,615934.86,413381.57,252284.34,41854.88,57869.51,1408194.5,3,4,108,3
39,41393.51,8353.92,1,484.86,449273.68,303063.2,288631.62,38965.27,21848.92,385764.69,1,0,136,1
47,151760.17,54693.79,1,2938.66,304776.8,489210.03,495563.4,167729.15,23124.79,340573.58,3,0,33,1
30,103215.16,20290.12,1,2321.56,227116.49,1719422.75,854304.38,274783.22,5576.67,984930.52,2,4,13,1
65,116881.23,36505.6,1,3190.41,49665.68,674919.71,433434.68,96594.01,41898.49,280715.81,0,4,143,1
44,58084.44,37017.6,1,2097.6,790154.88,157897.61,118423.21,64909.65,3805.71,823773.89,1,4,191,1
63,129060.88,17283.63,1,395.58,1000409.32,966281.34,472404.21,396819.54,37271.05,1631986.9,2,3,44,1
55,242808.69,22946.34,2,11040.56,1462141.88,161117.14,42796.74,43199.53,102445.26,955582.64,1,4,127,3
17,310375.37,4999.28,1,3255.6,112540.47,1312646.53,399501.12,845800.94,85558.53,1600952.63,1,4,176,0
43,341878.19,31381.92,2,8791.29,1393979.88,1675743.29,1122019.42,237955.55,45753.21,1025028.05,3,4,10,1
83,32073.35,2678.24,1,2347.98,50736.27,147943.13,132010.8,50664.83,6434.84,245287.55,2,2,11,3
39,246045.47,41317.32,1,5773.74,651837.19,1231355.56,284158.97,560845.62,71088.73,655826.37,2,0,69,1
49,513292.88,71291.72,2,5605.08,1370587.81,3157817.395,1379657.16,848030.45,73386.45,1001806.58,0,4,158,0
72,390543.25,24477.67,1,9028.34,154049.57,1333928.03,1006509.33,226767.77,38351.35,696843.39,0,2,20,0
64,142841.26,5405.0,1,3431.39,508939.36,527832.84,450589.01,171867.52,12316.33,542464.52,0,0,191,3
54,59875.58,26395.32,2,2352.17,280231.77,487406.17,138723.3,278721.35,36995.32,605368.76,3,1,80,1
67,87849.47,9385.35,1,78.62,803444.46,1242347.22,328334.62,279528.12,27125.28,464560.28,0,2,160,3
83,210650.82,28919.28,1,4093.55,707178.12,30355.17,17597.2,15045.61,4661.89,699099.2,1,2,111,0
64,283076.28,44260.65,3,2479.94,434375.62,55301.51,39778.28,71552.4,3708.07,63294.97,1,1,61,1
28,94158.33,48129.6,2,95.99,390594.19,370924.28,241907.14,366623.71,3489.44,962024.52,1,2,163,1
58,136288.32,28865.9,1,6034.64,1335258.92,0.0,0.0,0.0,46786.57,1195738.87,2,4,27,2
70,30748.38,1671.9,3,3540.32,653365.63,683612.3,341806.15,196678.62,12393.49,102057.64,2,2,61,3
73,209712.86,16818.27,1,2467.83,226487.54,39921.32,64187.22,14653.47,12887.17,96489.56,1,0,97,1
65,158667.27,11230.96,2,169.94,595889.48,108528.91,81111.08,23522.21,25136.7,760343.56,1,1,87,1
62,384161.97,55375.32,1,715.68,652417.08,157233.09,232704.97,46603.89,6863.22,531618.36,2,4,95,3
50,333416.5,37405.71,2,1143.55,670224.59,385630.11,322412.06,223033.29,15409.23,308617.43,3,4,89,1
44,101645.35,11282.13,1,2361.06,137078.9,100101.98,64216.36,90998.36,13008.73,56590.16,3,2,175,3
24,75384.77,17677.95,1,484.54,776242.92,1485828.64,603617.88,607332.46,12249.96,1134475.3,1,1,144,1
20,352563.23,71463.06,2,2121.56,1979607.3,1976402.58,1138407.89,340889.92,90368.1,516537.11,1,4,166,3
73,69271.91,13546.4,1,1791.82,184785.4,167595.38,143895.02,24123.58,3042.82,241345.57,3,4,48,1
29,132736.5,5535.5,1,4982.45,735646.95,594521.88,178745.14,251797.5,46966.41,1909515.74,1,3,52,1
65,280477.31,53280.0,2,3296.39,425874.8,1141059.62,279108.11,352168.76,70151.91,234240.37,2,1,172,3
79,101645.44,23677.35,2,4525.42,53021.33,770258.34,575256.23,279828.03,41470.12,614036.62,0,1,52,1
63,70008.45,18547.88,3,243.3,139171.91,45857.72,21291.09,41206.44,9063.16,34164.75,3,4,147,3
56,235490.97,9982.7,2,2493.56,1091099.3,993806.11,321230.26,430047.01,54177.55,1044226.76,0,4,12,3
64,247618.12,32999.38,2,9685.54,1703777.63,2568583.27,1379657.16,299423.42,55777.32,1146609.81,3,4,183,1
78,151559.32,17095.08,2,3992.64,342906.43,529821.65,384472.35,44730.08,45363.62,989413.39,0,4,3,1
39,56041.92,10032.32,1,2562.97,51079.43,293506.39,105434.33,172342.39,21220.97,401454.45,2,1,36,0
